X,Y,OBJECTID_1,OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationNam
-8737654.5941,4583875.4691,178,182,Station Building (with waiting room),TRAIN,22903,VA,Charlottesville, ,810 West Main Street, ,CVS,"Charlottesville, VA"
-8343639.4812,4876362.8004,179,183,Platform with Shelter,TRAIN,19020,PA,Cornwells Heights,Station Avenue and Railroad Avenue,700 Station Avenue, ,CWH,"Cornwells Heights, PA"
-13104046.1334,6153429.9565,180,184,Curbside Bus Stop only (no shelter),BUS,99109,WA,Chewelah, ,10 West Colville Avenue, ,CWL,"Chewelah, WA"
-13202428.074,4062852.8105,181,185,Platform with Shelter,TRAIN,91311,CA,Chatsworth, ,10040 Old Depot Plaza Road, ,CWT,"Chatsworth, CA"
-8769999.8036,4271530.8891,182,186,Station Building (with waiting room),TRAIN,27513,NC,Cary, ,211 North Academy Street, ,CYN,"Cary, NC"
-10776186.2942,3865959.2126,183,187,Station Building (with waiting room),BUS,75202,TX,Dallas, ,205 South Lamar Street,Greyhound Station,DAG,"Dallas, TX"
-10776532.9432,3865622.5189,184,188,Station Building (with waiting room),TRAIN,75202,TX,Dallas, ,400 South Houston Street,Eddie Bernice Johnson Union Sta,DAL,"Dallas, TX"
-7740156.5363,5470458.6166,185,189,Curbside Bus Stop only (no shelter),BUS,04543,ME,Damariscotta, ,167 Main Street, ,DAM,"Damariscotta, ME"
-8836983.2154,4381292.7727,186,190,Station Building (with waiting room),TRAIN,24541,VA,Danville, ,677 Craghead Street, ,DAN,"Danville, VA"
-9381801.2519,4839466.5809,187,191,Station Building (with waiting room),BUS,45426,OH,Trotwood, ,5136 Salem Avenue, ,DAT,"Dayton-Trotwood, OH"
-13551781.0234,4656500.7634,188,192,Station Building (with waiting room),TRAIN,95616,CA,Davis, ,840 Second Street, ,DAV,"Davis, CA"
-8763561.5649,5028837.8985,189,193,Station Building (with waiting room),BUS,15801,PA,Du Bois, ,4900 Rockton Road, ,DBI,"Du Bois, PA"
-13569591.0203,4537531.4205,190,194,Station Building (with waiting room),BUS,94588,CA,Pleasanton, ,5801 Owens Drive, ,DBP,"Dublin-Pleasanton, CA"
-13679757.124,6104825.5249,191,195,Curbside Bus Stop only (no shelter),BUS,98368,WA,Discovery Bay, ,282624 U.S. Highway 101, ,DBY,"Discovery Bay, WA"
-9148732.4984,3295029.1588,192,196,Curbside Bus Stop only (no shelter),BUS,33525,FL,Dade City, ,14206 Hwy 98 Bypass, ,DDE,"Dade City, FL"
-11133838.1388,4544494.7157,193,197,Platform only (no shelter),TRAIN,67801,KS,Dodge City, ,Central Avenue & Wyatt Earp Street, ,DDG,"Dodge City, KS"
-11995160.0468,3799038.4485,194,198,Platform only (no shelter),TRAIN,88030,NM,Deming, ,400 East Railroad Avenue, ,DEM,"Deming, NM"
-11688539.7553,4830108.5578,195,199,Station Building (with waiting room),TRAIN,80202,CO,Denver, ,1701 Wynkoop Street,Union Station,DEN,"Denver, CO"
-9265712.934,5207104.4332,196,200,Station Building (with waiting room),TRAIN,48124,MI,Dearborn, ,21201 Michigan Avenue, ,DER,"Dearborn, MI"
-9247577.4255,5216280.3021,197,201,Station Building (with waiting room),TRAIN,48202,MI,Detroit, ,11 West Baltimore Avenue, ,DET,"Detroit, MI"
-8919156.903,3038405.1891,198,202,Station Building (with waiting room),TRAIN,33442,FL,Deerfield Beach, ,1300 West Hillsboro Boulevard, ,DFB,"Deerfield Beach, FL"
-11733510.4347,5275880.5603,199,203,Curbside Bus Stop only (no shelter),BUS,82633,WY,Douglas, ,1108 West Yellowstone Hwy, ,DGS,"Douglas, WY"
-8339775.3736,5202409.7556,200,204,Curbside Bus Stop only (no shelter),BUS,13753,NY,Delhi, ,2 Kingston Street, ,DHI,"Delhi, NY"
-7896560.9124,5333204.4377,201,205,Station Building (with waiting room),TRAIN,03824,NH,Durham, ,3 Depot Road, ,DHM,"Durham, NH"
-8835684.4377,4085021.5433,202,206,Station Building (with waiting room),TRAIN,29536,SC,Dillon, ,100 North Railroad Avenue, ,DIL,"Dillon, SC"
-8379505.6651,5543879.3606,203,207,Curbside Bus Stop only (no shelter),BUS,13630,NY,De Kalb Junction, ,4329 U.S. Highway 11, ,DKJ,"De Kalb Junction, NY"
-8915706.7775,3055423.5302,204,208,Platform with Shelter,TRAIN,33444,FL,Delray Beach, ,345 South Congress Avenue, ,DLB,"Delray Beach, FL"
-9056116.6614,3377918.7037,205,209,Station Building (with waiting room),TRAIN,32720,FL,DeLand, ,2491 Old New York Avenue, ,DLD,"DeLand, FL"
-10669528.6672,5912694.029,206,210,Station Building (with waiting room),TRAIN,56501,MN,Detroit Lakes, ,116 Pioneer Street, ,DLK,"Detroit Lakes, MN"
-8858847.0654,4924099.8165,207,211,Curbside Bus Stop only (no shelter),BUS,15626,PA,Delmont, ,6583 U.S. Highway 22, ,DLT,"Delmont, PA"
-8783809.3258,4300257.3086,208,212,Station Building (with waiting room),TRAIN,27701,NC,Durham, ,601 West Main Street, ,DNC,"Durham, NC"
-9032868.4893,3938680.76,209,213,Station Building (with waiting room),TRAIN,29042,SC,Denmark, ,200 West Baruch Street, ,DNK,"Denmark, SC"
-8648997.087,5245090.2392,210,214,Curbside Bus Stop only (no shelter),BUS,14437,NY,Dansville, ,2 Kingston Street, ,DNV,"Dansville, NY"
-9585615.1878,5158126.1169,211,215,Station Building (with waiting room),TRAIN,49047,MI,Dowagiac, ,200 Depot Drive, ,DOA,"Dowagiac, MI"
-7890143.1194,5342154.6534,212,216,Station Building (with waiting room),TRAIN,03820,NH,Dover, ,33 Chestnut Street, ,DOV,"Dover, NH"
-8428085.1373,4866262.136,213,217,Platform with Shelter,TRAIN,19335,PA,Downingtown, ,159 Viaduct Avenue, ,DOW,"Downingtown, PA"
-9805959.4135,5535561.3313,214,218,Curbside Bus Stop only (no shelter),BUS,54415,WI,De Pere, ,100 Lawrence Drive,De Pere Park and Ride,DPE,"Green Bay, WI"
-13077690.3396,6097784.8112,215,219,Curbside Bus Stop only (no shelter),BUS,99006,WA,Deer Park, ,822 South Main Street, ,DPK,"Deer Park, WA"
-9934180.2868,4581168.4922,216,220,Station Building (with waiting room),TRAIN,62832,IL,Du Quoin, ,20 North Chestnut Street, ,DQN,"Du Quoin, IL"
-9348869.6273,5298207.4438,217,221,Station Building (with waiting room),TRAIN,48429,MI,Durand, ,200 South Railroad Street, ,DRD,"Durand, MI"
-11232433.8833,3421828.1312,218,222,Platform only (no shelter),TRAIN,78840,TX,Del Rio, ,100 North Main Street, ,DRT,"Del Rio, TX"
-13175477.9779,5431182.7702,219,223,Curbside Bus Stop only (no shelter),BUS,97911,OR,Drewsey, ,178 U.S. Highway 20, ,DRW,"Drewsey, OR"
-8493604.1556,5234734.3069,220,224,Curbside Bus Stop only (no shelter),BUS,13053,NY,Dryden, ,27 West Main Street, ,DRY,"Dryden, NY"
-13597910.6001,5580146.6795,221,225,Curbside Bus Stop only (no shelter),BUS,97342,OR,Detroit, ,220 D Street, ,DTO,"Detroit, OR"
-9902106.144,4843202.4042,222,226,Station Building (with waiting room),BUS,62522,IL,Decatur, ,353 East William Street, ,DTR,"Decatur, IL"
-8831464.4838,5233533.8957,223,227,Curbside Bus Stop only (no shelter),BUS,14048,NY,Dunkirk, ,411 Central Avenue, ,DUK,"Dunkirk, NY"
-10252660.5417,5906868.9128,224,228,Station Building (with waiting room),BUS,55802,MN,Duluth, ,228 West Michigan Street,Transportation Center,DUL,"Duluth, MN"
-13611101.0034,5043533.6742,225,229,Station Building (with waiting room),TRAIN,96025,CA,Dunsmuir, ,5750 Sacramento Avenue, ,DUN,"Dunsmuir, CA"
-10250978.2817,5912392.9641,226,230,Curbside Bus Stop only (no shelter),BUS,55812,MN,Duluth, ,1120 Kirby Drive,University of Minnesota,DUU,"Duluth, MN"
-9744966.8403,4883695.6721,227,231,Curbside Bus Stop only (no shelter),BUS,61834,IL,Danville, ,379 Lynch Road, ,DVI,"Danville, IL"
-11005198.6843,6125253.8197,228,232,Station Building (with waiting room),TRAIN,58301,ND,Devils Lake, ,Railroad Avenue and Third Street, ,DVL,"Devils Lake, ND"
-10083074.1911,5089459.4107,229,233,Station Building (with waiting room),BUS,52801,IA,Davenport, ,304 W. River Drive, ,DVP,"Davenport, IA"
-8407641.3008,4747240.9065,230,234,Curbside Bus Stop only (no shelter),BUS,19904,DE,Dover, ,654 North Dupont Highway, ,DVR,"Dover, DE"
-9844061.9313,5025605.2892,231,235,Station Building (with waiting room),TRAIN,60420,IL,Dwight, ,401 South Columbia Street, ,DWT,"Dwight, IL"
-9017872.2834,3404815.8976,232,236,Curbside Bus Stop only (no shelter),BUS,32118,FL,Daytona Beach, ,100 North Atlantic Avenue, ,DYA,"Daytona Beach, FL"
-9742468.288,5088665.9607,233,237,Platform with Shelter,TRAIN,46311,IN,Dyer, ,913 Sheffield Avenue, ,DYE,"Dyer, IN"
-8763755.4785,4936693.1163,234,238,Curbside Bus Stop only (no shelter),BUS,15931,PA,Ebensburg, ,202 West High Street, ,EBN,"Ebensburg, PA"
-13623741.9216,6075483.7266,235,239,Station Building (with waiting room),TRAIN,98020,WA,Edmonds, ,211 Railroad Avenue, ,EDM,"Edmonds, WA"
-9857019.8378,4738454.2172,236,240,Station Building (with waiting room),TRAIN,62401,IL,Effingham, ,401 West National Avenue, ,EFG,"Effingham, IL"
-13822468.1317,4982995.7301,237,242,Curbside Bus Stop only (no shelter),BUS,95501,CA,Eureka, ,6th and C Streets, ,EKA,"Eureka, CA"
-13523183.0402,4639603.8869,238,243,Curbside Bus Stop only (no shelter),BUS,95758,CA,Elk Grove, ,9180 Harbour Point Drive, ,EKG,"Elk Grove, CA"
-9570342.9251,5113277.5397,239,244,Station Building (with waiting room),TRAIN,46515,IN,Elkhart, ,131 Tyler Avenue, ,EKH,"Elkhart, IN"
-11854406.7582,3731420.7837,240,245,Station Building (with waiting room),BUS,79901,TX,El Paso, ,200 West San Antonio Avenue,Greyhound Station,ELB,"El Paso, TX"
-12885291.4495,4988253.6235,241,246,Platform with Shelter,TRAIN,89801,NV,Elko,1301 Sharps Access Road (Train 6),1300 Water Street (Train 5), ,ELK,"Elko, NV"
-11855041.9474,3731501.1684,242,247,Station Building (with waiting room),TRAIN,79901,TX,El Paso, ,700 West San Francisco Avenue,Union Depot,ELP,"El Paso, TX"
-13760771.7344,5762235.419,243,248,Curbside Bus Stop only (no shelter),BUS,97138,OR,Elsie, ,42362 US Highway 26, ,ELS,"Elsie, OR"
-8528435.1268,4887332.2194,244,249,Station Building (with waiting room),TRAIN,17022,PA,Elizabethtown, ,50 South Wilson Avenue, ,ELT,"Elizabethtown, PA"
-9138961.6195,5067076.8071,245,250,Platform only (no shelter),TRAIN,44035,OH,Elyria, ,410 East River Road, ,ELY,"Elyria, OH"
-8550010.2017,5174470.1681,246,251,Station Building (with waiting room),BUS,14901,NY,Elmira, ,100 East Church Street, ,EMA,"Elmira, NY"
-9694800.4298,5745142.5789,247,252,Curbside Bus Stop only (no shelter),BUS,49829,MI,Escanaba, ,2901 27th Avenue North, ,EMI,"Escanaba, MI"
-13613441.7799,4556915.2846,248,253,Station Building (with waiting room),TRAIN,94608,CA,Emeryville, ,5885 Horton Street, ,EMY,"Emeryville, CA"
-13308165.1256,5994620.1763,249,254,Platform with Shelter,TRAIN,98823,WA,Ephrata, ,90 Alder Street NW, ,EPH,"Ephrata, WA"
-13332262.8377,4534101.9235,250,255,Curbside Bus Stop only (no shelter),BUS,95318,CA,El Portal, ,11136 Highway 140, ,EPL,"El Portal, CA"
-8914737.2743,5179100.2054,251,256,Station Building (with waiting room),TRAIN,16501,PA,Erie, ,125 West 14th Street, ,ERI,"Erie, PA"
-13178395.9699,4016269.4276,252,257,Curbside Bus Stop only (no shelter),BUS,90245,CA,El Segundo, ,700 South Douglas Street, ,ESG,"El Segundo, CA"
-12647113.7084,6152819.5097,253,258,Platform only (no shelter),TRAIN,59916,MT,Essex, ,290 Izaak Walton Inn Road, ,ESM,"Essex, MT"
-8467506.6017,4694692.2486,254,259,Curbside Bus Stop only (no shelter),BUS,21601,MD,Easton, ,29137 Newman Road, ,ESN,"Easton, MD"
-8138598.964,5541972.8258,255,260,Station Building (with waiting room),TRAIN,05452,VT,Essex Junction, ,29 Railroad Avenue, ,ESX,"Essex Junction-Burlington, VT"
-13694664.3811,5472465.1058,256,261,Station Building (with waiting room),BUS,97401,OR,Springfield, ,355 South A Street,Springfield LTD Station,EUB,"Eugene-Springfield, OR"
-10186439.8655,5589551.6354,257,262,Curbside Bus Stop only (no shelter),BUS,54702,WI,Eau Claire, ,642 University Drive,University of Wisconsin,EUC,"Eau Claire, WI"
-13702580.534,5473964.9959,258,263,Station Building (with waiting room),TRAIN,97401,OR,Eugene, ,433 Willamette Street,Amtrak Station,EUG,"Eugene, OR"
-13700049.9074,5472066.7862,259,264,Curbside Bus Stop only (no shelter),BUS,97403,OR,Eugene, ,1515 Agate Street,University of Oregon,EUO,"Eugene, OR"
-8437955.7603,5478493.8011,260,265,Curbside Bus Stop only (no shelter),BUS,13637,NY,Evans Mills, ,8650 Leray Street, ,EVM,"Evans Mills, NY"
-9748196.5339,4575724.3255,261,266,Station Building (with waiting room),BUS,47708,IN,Evansville, ,119 Northwest 6th Street, ,EVN,"Evansville, IN"
-13603004.9942,6102764.3528,262,267,Station Building (with waiting room),TRAIN,98201,WA,Everett, ,3201 Smith Avenue, ,EVR,"Everett, WA"
-12351744.6018,5051386.7657,263,268,Curbside Bus Stop only (no shelter),BUS,82930,WY,Evanston, ,106 North 3rd Street, ,EVY,"Evanston, WY"
-8257934.9161,4967696.5629,264,269,Station Building (with waiting room),TRAIN,07114,NJ,Newark, ,3 Brewster Road,Liberty International Airport,EWR,"Newark, NJ"
-7899086.4175,5309084.6816,265,270,Platform with Shelter,TRAIN,03833,NH,Exeter, ,60 Lincoln Street, ,EXR,"Exeter, NH"
-8418170.7978,4868747.163,266,271,Station Building (with waiting room),TRAIN,19341,PA,Exton, ,445 Walkertown Road, ,EXT,"Exton, PA"
-10774099.333,5922670.1988,267,272,Station Building (with waiting room),TRAIN,58102,ND,Fargo, ,420 4th Street North, ,FAR,"Fargo, ND"
-8781414.7259,4171357.9269,268,273,Station Building (with waiting room),TRAIN,28301,NC,Fayetteville, ,472 Hay Street, ,FAY,"Fayetteville, NC"
-8622496.6622,4621668.8404,269,274,Platform with Shelter,TRAIN,22401,VA,Fredericksburg, ,200 Lafayette Boulevard, ,FBG,"Fredericksburg, VA"
-11688161.5019,4942418.065,270,275,Curbside Bus Stop only (no shelter),BUS,80528,CO,Fort Collins,Harmony Road Park and Ride,4308 East Harmony Road, ,FCC,"Fort Collins, CO"
-9849183.8852,5427725.4335,271,276,Station Building (with waiting room),BUS,54937,WI,Fond du Lac, ,625 West Rolling Meadows Drive, ,FDL,"Fond du Lac, WI"
-8832058.2618,5228731.2893,272,277,Curbside Bus Stop only (no shelter),BUS,14063,NY,Fredonia, ,280 Central Avenue,State University of New York,FDN,"Fredonia, NY"
-8190949.5226,5353099.9598,273,278,Platform only (no shelter),TRAIN,12828,NY,Fort Edward, ,70 East Street, ,FED,"Fort Edward-Glens Falls, NY"
-13577408.8857,4619854.848,274,279,Station Building (with waiting room),TRAIN,94533,CA,Fairfield, ,4921 Vanden Road, ,FFV,"Fairfield-Vacaville, CA"
-12427575.7127,4190044.3929,275,280,Station Building (with waiting room),BUS,86001,AZ,Flagstaff, ,880 East Butler Ave.,Greyhound Station,FGG,"Flagstaff, AZ"
-10883352.5828,3651152.5951,276,281,Curbside Bus Stop only (no shelter),BUS,76544,TX,Fort Hood,Copeland Soldier's Service Center,"Building 18010, 48th Street", ,FHD,"Fort Hood, TX"
-13237928.0894,4082101.7755,277,282,Curbside Bus Stop only (no shelter),BUS,93015,CA,Fillmore, ,718 West Ventura Street, ,FIL,"Fillmore, CA"
-12428696.7003,4190736.6689,278,283,Station Building (with waiting room),TRAIN,86001,AZ,Flagstaff, ,1 East Route 66,Amtrak Station,FLG,"Flagstaff, AZ"
-8296053.404,5184163.3546,279,284,Curbside Bus Stop only (no shelter),BUS,12430,NY,Fleischmanns, ,1293 Main Street, ,FLM,"Fleischmanns, NY"
-9312068.284,5314321.2421,280,285,Station Building (with waiting room),TRAIN,48503,MI,Flint, ,1407 South Dort Highway, ,FLN,"Flint, MI"
-8878515.18,4055576.2988,281,286,Station Building (with waiting room),TRAIN,29506,SC,Florence, ,805 East Day Street, ,FLO,"Florence, SC"
-10167587.1832,4956833.3838,282,287,Station Building (with waiting room),TRAIN,52627,IA,Fort Madison, ,1601 20th Street, ,FMD,"Fort Madison, IA"
-11555277.9437,4901926.4407,283,288,Station Building (with waiting room),TRAIN,80701,CO,Fort Morgan, ,South Ensign Street and Main Street, ,FMG,"Fort Morgan, CO"
-13581813.7892,4517327.0162,284,289,Station Building (with waiting room),TRAIN,94536,CA,Fremont, ,37260 Fremont Boulevard,Amtrak/ACE Station,FMT,"Fremont, CA"
-13334175.7408,4402714.1966,285,290,Station Building (with waiting room),TRAIN,93721,CA,Fresno, ,2650 Tulare Street, ,FNO,"Fresno, CA"
-8010464.6003,5082261.6272,286,291,Curbside Bus Stop only (no shelter),BUS,06339,CT,Ledyard, ,39 Norwich Westerley Road, ,FOX,"Foxwoods Casino, CT"
-7950441.7844,5202413.2345,287,292,Platform with Shelter,TRAIN,01702,MA,Framingham, ,417 Waverly Street, ,FRA,"Framingham, MA"
-8616750.022,4780840.2845,288,293,Station Building (with waiting room),BUS,21704,MD,Frederick, ,100 South East Street,Transit Center/MARC Station,FRC,"Frederick, MD"
-7803758.8363,5443037.2401,289,294,Station Building (with waiting room),TRAIN,04032,ME,Freeport, ,23 Depot Road, ,FRE,"Freeport, ME"
-11798932.9751,4754027.3805,290,295,Curbside Bus Stop only (no shelter),BUS,80421,CO,Fairplay, ,640 US Highway 285, ,FRP,"Fairplay, CO"
-8614158.3922,4781475.1383,291,296,Curbside Bus Stop only (no shelter),BUS,21705,MD,Frederick, ,1341 Hughes Ford Road,Frederick Municipal Airport,FRR,"Frederick, MD"
-13572478.9803,4514526.8686,292,297,Curbside Bus Stop only (no shelter),BUS,94538,CA,Fremont, ,42801 Mission Blvd,VTA Transit Bus Stop,FRT,"Fremont, CA"
-8786800.3949,4815052.9272,293,298,Curbside Bus Stop only (no shelter),BUS,21532,MD,Frostburg, ,101 Braddock Road,Frostburg State University,FSB,"Frostburg, MD"
-13317710.815,4505202.067,294,299,Curbside Bus Stop only (no shelter),BUS,93623,CA,Fish Camp, ,1122 Highway 41, ,FSH,"Fish Camp, CA"
-13819891.972,4951126.7078,295,300,Curbside Bus Stop only (no shelter),BUS,95540,CA,Fortuna, ,719 South Fortuna Blvd, ,FTA,"Fortuna, CA"
-8169702.0802,5442844.7183,296,301,Platform with Shelter,TRAIN,12883,NY,Ticonderoga, ,NYS Hwy 74 and Sandy Redoubt, ,FTC,"Ticonderoga, NY"
-8924483.8756,3013859.4145,297,302,Station Building (with waiting room),TRAIN,33312,FL,Fort Lauderdale, ,200 Southwest 21st Terrace, ,FTL,"Fort Lauderdale, FL"
-9106088.5436,3080473.7538,298,303,Curbside Bus Stop only (no shelter),BUS,33906,FL,Fort Myers,"Fort Myers Travel Plaza, I-75 exit 139",6050 Plaza Drive, ,FTM,"Fort Myers, FL"
-9895053.466,4373201.5799,299,304,Station Building (with waiting room),TRAIN,42041,KY,Fulton, ,21 Newton Road, ,FTN,"Fulton, KY"
-10834356.5313,3862507.4628,300,305,Station Building (with waiting room),TRAIN,76102,TX,Fort Worth, ,1001 Jones Street, ,FTW,"Fort Worth, TX"
-13127112.8525,4011221.9556,301,306,Station Building (with waiting room),TRAIN,92832,CA,Fullerton, ,120 East Santa Fe Avenue, ,FUL,"Fullerton, CA"
-13577306.1264,4495959.7802,302,307,Platform only (no shelter),TRAIN,95054,CA,Santa Clara, ,5099 Stars and Stripes Drive,Great America,GAC,"Santa Clara, CA"
-9034953.6264,4200523.8223,303,308,Station Building (with waiting room),TRAIN,28054,NC,Gastonia, ,350 Hancock Street, ,GAS,"Gastonia, NC"
-10059286.9838,5004186.214,304,309,Station Building (with waiting room),TRAIN,61401,IL,Galesburg, ,225 South Seminary Street, ,GBB,"Galesburg, IL"
-8683292.0217,4216418.0977,305,310,Station Building (with waiting room),BUS,27350,NC,Goldsboro, ,103 North Carolina Street, ,GBO,"Goldsboro, NC"
-13780823.4929,4880153.4455,306,311,Curbside Bus Stop only (no shelter),BUS,95542,CA,Garberville, ,924 Redwood Drive, ,GBV,"Garberville, CA"
-9796423.116,5545810.405,307,312,Platform with Shelter,BUS,54302,WI,Green Bay, ,901 University Avenue,Transportation Center,GBY,"Green Bay, WI"
-12483886.363,4308005.417,308,313,Curbside Bus Stop only (no shelter),BUS,86023,AZ,Grand Canyon Village, ,202 Village Loop Drive,Maswik Lodge,GCB,"Grand Canyon Village, AZ"
-11229160.4879,4574393.9119,309,314,Station Building (with waiting room),TRAIN,67846,KS,Garden City, ,100 North 7th Street, ,GCK,"Garden City, KS"
-12483017.7369,4308449.759,310,315,Station Building (with waiting room),TRAIN,86023,AZ,Grand Canyon Village, ,2 North Village Loop,Grand Canyon Railway Depot,GCN,"Grand Canyon Village, AZ"
-13164518.3251,4045425.4933,311,316,Platform with Shelter,TRAIN,91204,CA,Glendale, ,400 West Cerritos Avenue, ,GDL,"Glendale, CA"
-13084147.9762,6044966.2877,312,317,Curbside Bus Stop only (no shelter),BUS,99224,WA,Spokane, ,9000 West Airport Drive,Spokane Airport,GEG,"Spokane, WA"
-8662560.4827,5280927.2026,313,318,Curbside Bus Stop only (no shelter),BUS,14456,NY,Geneseo, ,106 Main Street, ,GEN,"Geneseo, NY"
-8081880.3145,5249086.9943,314,319,Station Building (with waiting room),TRAIN,01301,MA,Greenfield, ,12 Olive Street, ,GFD,"Greenfield, MA"
-10810329.7387,6093145.7317,315,320,Station Building (with waiting room),TRAIN,58201,ND,Grand Forks, ,5555 DeMers Avenue, ,GFK,"Grand Forks, ND"
-8198109.8175,5359108.9697,316,321,Curbside Bus Stop only (no shelter),BUS,12801,NY,Glens Falls, ,2 Hudson Avenue, ,GFS,"Glens Falls, NY"
-11870687.468,6139334.2507,317,322,Station Building (with waiting room),TRAIN,59230,MT,Glasgow, ,424 1st  Avenue South, ,GGW,"Glasgow, MT"
-13793783.8717,5784387.3942,318,323,Curbside Bus Stop only (no shelter),BUS,97301,OR,Gearhart, ,3453 U.S. Highway 101 North,Dollar General Store,GHN,"Gearhart - Northbound, OR"
-13793823.724,5784442.0647,319,324,Curbside Bus Stop only (no shelter),BUS,97301,OR,Gearhart, ,3518 U.S. Highway 101 North,Gearhart Bowl & Fultano's Pizza,GHT,"Gearhart - Southbound, OR"
-12085950.4172,4730897.81,320,325,Station Building (with waiting room),TRAIN,81501,CO,Grand Junction, ,339 South 1st Street, ,GJT,"Grand Junction, CO"
-10813675.9311,3978581.1933,321,326,Station Building (with waiting room),TRAIN,76240,TX,Gainesville, ,605 East California Street, ,GLE,"Gainesville, TX"
-8548854.0359,5153462.5995,322,327,Curbside Bus Stop only (no shelter),BUS,16925,PA,Gillette, ,32933 State Highway 14, ,GLL,"Gillette, PA"
-9795899.3133,4975911.7566,323,328,Platform with Shelter,TRAIN,60938,IL,Gilman, ,800 US Highway 24 West, ,GLM,"Gilman, IL"
-9774471.0987,5172227.5897,324,329,Station Building (with waiting room),TRAIN,60025,IL,Glenview, ,1116 Depot Street, ,GLN,"Glenview, IL"
-12104943.6018,4236029.3827,325,330,Station Building (with waiting room),TRAIN,87301,NM,Gallup, ,201 East Highway 66, ,GLP,"Gallup, NM"
-10552737.7205,3414730.0909,326,331,Curbside Bus Stop only (no shelter),BUS,77550,TX,Galveston, ,123 Rosenberg Street, ,GLS,"Galveston, TX"
-13532755.4979,4439659.6026,327,332,Curbside Bus Stop only (no shelter),BUS,95020,CA,Gilroy, ,7250 Monterey Street, ,GLY,"Gilroy, CA"
-8856350.3044,5341846.2991,328,333,Platform with Shelter,TRAIN,L3M 3H6,ON,Grimsby, ,99 Ontario Street, ,GMS,"Grimsby, ON"
-8855119.9756,4910362.6602,329,334,Platform with Shelter,TRAIN,15601,PA,Greensburg, ,Harrison Avenue and Seton Hill Drive,Amtrak Station,GNB,"Greensburg, PA"
-9164197.0117,3461670.1646,330,335,Station Building (with waiting room),BUS,32609,FL,Gainesville, ,101 NE 23rd Ave, ,GNF,"Gainesville, FL"
-8855137.4528,4910039.6309,331,336,Curbside Bus Stop only (no shelter),BUS,15601,PA,Greensburg, ,41 Bell Way,Westmoreland Transit Center,GNG,"Greensburg, PA"
-9330766.1072,4067661.0007,332,337,Station Building (with waiting room),TRAIN,30501,GA,Gainesville, ,116 Industrial Boulevard, ,GNS,"Gainesville, GA"
-13814675.1577,5463116.587,333,338,Platform only (no shelter),BUS,97439,OR,Florence, ,1950 21st St,Grocery Outlet Florence,GOF,"Florence, OR"
-13519098.6991,6136987.6863,334,339,Curbside Bus Stop only (no shelter),BUS,97028,OR,Government Camp, ,Milepost 54 Mount Hood Highway, ,GOV,"Government Camp, OR"
-12603541.14,6180762.4325,335,340,Station Building (with waiting room),TRAIN,59434,MT,East Glacier Park, ,400 Highway 49 North, ,GPK,"East Glacier Park, MT"
-11792687.4049,4878184.7338,336,341,Station Building (with waiting room),TRAIN,80446,CO,Granby, ,438 Railroad Avenue, ,GRA,"Granby, CO"
-13760650.1546,5633220.474,337,342,Curbside Bus Stop only (no shelter),BUS,97347,OR,Grand Ronde, ,9605 Grand Ronde Rd,Community Center,GRC,"Grand Ronde, OR"
-11654900.7875,4929171.2861,338,343,Station Building (with waiting room),BUS,80631,CO,Greeley, ,101 11th Avenue, ,GRE,"Greeley, CO"
-13627524.0555,5700870.4407,339,344,Curbside Bus Stop only (no shelter),BUS,97080,OR,Gresham, ,1200 NE 8th Street, ,GRH,"Gresham, OR"
-12263538.3263,4720532.1451,340,345,Platform with Shelter,TRAIN,84525,UT,Green River, ,250 South Broadway, ,GRI,"Green River, UT"
-13756977.2785,5630750.5309,341,346,Curbside Bus Stop only (no shelter),BUS,97347,OR,Grand Ronde, ,27100 Salmon River Hwy,Spirit Mountain Casino,GRM,"Grand Ronde, OR"
-8613577.1688,4247117.901,342,347,Station Building (with waiting room),BUS,27834,NC,Greenville, ,600 South Pitt Street, ,GRN,"Greenville, NC"
-8881857.4483,4310230.5643,343,348,Station Building (with waiting room),TRAIN,27401,NC,Greensboro, ,236 East Washington Street, ,GRO,"Greensboro, NC"
-9537013.7621,5305245.9882,344,349,Station Building (with waiting room),TRAIN,49503,MI,Grand Rapids, ,440 Century Avenue SW, ,GRR,"Grand Rapids, MI"
-9174227.7065,4144636.2604,345,350,Station Building (with waiting room),TRAIN,29601,SC,Greenville, ,1120 West Washington Street, ,GRV,"Greenville, SC"
-9722527.9566,5101885.1199,346,351,Station Building (with waiting room),BUS,46402,IN,Gary, ,100 West 4th Avenue, ,GRY,"Gary, IN"
-11947167.1596,4800461.5345,347,352,Station Building (with waiting room),TRAIN,81601,CO,Glenwood Springs, ,413 7th Street, ,GSC,"Glenwood Springs, CO"
-13800218.9425,5137881.3178,348,353,Curbside Bus Stop only (no shelter),BUS,95543,CA,Gasquet,Gasquet Market,10350 Highway 199, ,GSQ,"Gasquet, CA"
-13340873.366,4087731.5232,349,354,Platform with Shelter,TRAIN,93117,CA,Goleta, ,25 South La Patera Lane, ,GTA,"Goleta, CA"
-13728468.1877,5227547.928,350,355,Curbside Bus Stop only (no shelter),BUS,97526,OR,Grants Pass, ,500 N.W. 6 Street, ,GTP,"Grants Pass, OR"
